,Document,AnswerType,Label,Value
28285,122,SpaCy,ORG,https://www.indeed.com/r/Bangalore-Tavarekere/8fc92a48cbe9a47c?isid=rex-download&ikw=download-top&co=IN
28286,123,SpaCy,PER,Avani Priya
28287,123,SpaCy,ORG,"indeed.com/r/Avani-Priya/fe6b4c5516207abe

"
28288,123,SpaCy,PER,JavaTally Microsoft
28289,123,SpaCy,PER,Begusarai
28290,123,SpaCy,LOC,Bihar
28291,124,SpaCy,ORG,Sanand Pal
28292,124,SpaCy,ORG,SQL
28293,124,SpaCy,LOC,Data Lake
28294,124,SpaCy,LOC,Hyderabad
28295,124,SpaCy,ORG,Software Engineer
28296,124,SpaCy,LOC,Kolkata
28297,124,SpaCy,LOC,West Bengal - hyderbad
28298,124,SpaCy,ORG,TCS
28299,124,SpaCy,ORG,SQL
28300,124,SpaCy,ORG,Microsoft
28301,124,SpaCy,ORG,SSIS
28302,124,SpaCy,ORG,Microsoft
28303,124,SpaCy,ORG,SSAS
28304,124,SpaCy,ORG,SSRS
28305,124,SpaCy,ORG,ASP.NET
28306,124,SpaCy,ORG,VSTO
28307,124,SpaCy,ORG,Software Development Life Cycle
28308,124,SpaCy,ORG,SQL
28309,124,SpaCy,ORG,SSIS
28310,124,SpaCy,ORG,MICROSOFT
28311,124,SpaCy,LOC,Hyderabad
28312,124,SpaCy,LOC,US
28313,124,SpaCy,ORG,EPG
28314,124,SpaCy,LOC,US
28315,124,SpaCy,ORG,US EPG
28316,124,SpaCy,LOC,US
28317,124,SpaCy,ORG,Microsoft Office Excel
28318,124,SpaCy,ORG,USNAForecast
28319,124,SpaCy,ORG,ATU
28320,124,SpaCy,ORG,CorpNet
28321,124,SpaCy,ORG,the Technical discussions/Sessions
28322,124,SpaCy,ORG,the Bugs/ Issues/defects/CRs
28323,124,SpaCy,ORG,VSTO Excel
28324,124,SpaCy,ORG,Smoke
28325,124,SpaCy,ORG,VSTF
28326,124,SpaCy,LOC,Hyderabad
28327,124,SpaCy,LOC,India
28328,124,SpaCy,LOC,Bengaluru
28329,124,SpaCy,LOC,Karnataka
28330,124,SpaCy,LOC,Ssis
28331,124,SpaCy,ORG,ETL
28332,124,SpaCy,ORG,SSRS
28333,125,SpaCy,PER,Partho Sarathi Mitra
28334,125,SpaCy,LOC,Kolkata
28335,125,SpaCy,LOC,West Bengal
28336,125,SpaCy,PER,indeed.com/r/Partho-Sarathi-
28337,125,SpaCy,ORG,Nokia & Microsoft
28338,126,SpaCy,PER,Pranay Sathu
28339,126,SpaCy,ORG,Software Test Automation Engineer
28340,126,SpaCy,LOC,Hyderabad
28341,126,SpaCy,LOC,Mobile
28342,126,SpaCy,ORG,Webdriver
28343,126,SpaCy,ORG,Xamarin
28344,126,SpaCy,PER,UITest
28345,126,SpaCy,ORG,Test
28346,126,SpaCy,ORG,JIRA
28347,126,SpaCy,ORG,VSTS
28348,126,SpaCy,ORG,Visual Studio
28349,126,SpaCy,ORG,BA
28350,126,SpaCy,ORG,UX
28351,126,SpaCy,ORG,UAT
28352,126,SpaCy,ORG,BDD
28353,126,SpaCy,LOC,Pune
28354,126,SpaCy,LOC,Maharashtra - hyderbad
28355,126,SpaCy,ORG,Telangana - Bangalore Urban
28356,126,SpaCy,LOC,Karnataka
28357,126,SpaCy,PER,Neudesic
28358,126,SpaCy,ORG,Vendor @ Microsoft
28359,126,SpaCy,ORG,Working as Test Automation Engineer
28360,126,SpaCy,ORG,Software Test Automation
28361,126,SpaCy,ORG,Test Automation Engineer
28362,126,SpaCy,ORG,SR ENGINEERING COLLEGE
28363,126,SpaCy,ORG,Java
28364,126,SpaCy,ORG,JIRA
28365,126,SpaCy,ORG,Java
28366,126,SpaCy,ORG,Webdriver
28367,126,SpaCy,ORG,Xamarin
28368,126,SpaCy,ORG,Oracle
28369,126,SpaCy,ORG,HP Quality
28370,126,SpaCy,ORG,vsts
28371,127,SpaCy,PER,Tanmoy Maity
28372,127,SpaCy,LOC,Kolkata
28373,127,SpaCy,LOC,West Bengal
28374,127,SpaCy,ORG,HVAC
28375,127,SpaCy,ORG,Infosys
28376,127,SpaCy,ORG,microsoft
28377,127,SpaCy,ORG,HVAC
28378,127,SpaCy,ORG,Infosys
28379,127,SpaCy,ORG,microsoft
28380,127,SpaCy,LOC,Mrac
28381,127,SpaCy,LOC,Gtti -  Kolkata
28382,127,SpaCy,LOC,West Bengal
28383,127,SpaCy,ORG,Hvac
28384,128,SpaCy,PER,Aanirudh Razdan
28385,128,SpaCy,LOC,Jaipur
28386,128,SpaCy,LOC,Rajasthan
28387,128,SpaCy,ORG,Technical Support Executive
28388,128,SpaCy,LOC,Teleperformance -  Jaipur
28389,128,SpaCy,LOC,Rajasthan
28390,128,SpaCy,ORG,Norton
28391,128,SpaCy,ORG,Windwos XP/Vista/7/8/8.1/10
28392,128,SpaCy,ORG,Nokia
28393,128,SpaCy,ORG,Microsoft
28394,128,SpaCy,ORG,Microsoft
28395,128,SpaCy,ORG,Nesting Executive
28396,128,SpaCy,ORG,B. Tech
28397,128,SpaCy,ORG,Jaipur Engineering College and Research Center
28398,128,SpaCy,LOC,Jaipur
28399,128,SpaCy,LOC,Rajasthan
28400,128,SpaCy,ORG,WAC
28401,128,SpaCy,ORG,Air Force School
28402,128,SpaCy,ORG,Air Force School
28403,128,SpaCy,LOC,Jammu
28404,128,SpaCy,LOC,Jammu
28405,128,SpaCy,LOC,Kashmir
28406,128,SpaCy,LOC,Jammu
28407,128,SpaCy,LOC,Jammu
28408,128,SpaCy,LOC,Kashmir
28409,129,SpaCy,PER,Shiksha Bhatnagar
28410,129,SpaCy,ORG,Microsoft
28411,129,SpaCy,LOC,Chandigarh
28412,129,SpaCy,LOC,Chandigarh
28413,129,SpaCy,LOC,Chandigarh
28414,129,SpaCy,ORG,Microsoft
28415,129,SpaCy,ORG,java
28416,130,SpaCy,PER,Chhaya Prabhale
28417,130,SpaCy,LOC,Kharadi
28418,130,SpaCy,LOC,Pune
28419,130,SpaCy,ORG,MS Access
28420,130,SpaCy,ORG,Cylinder
28421,130,SpaCy,LOC,Pune
28422,130,SpaCy,ORG,Maharashtra
28423,130,SpaCy,ORG,shell scripts &amp
28424,130,SpaCy,ORG,sql
28425,130,SpaCy,ORG,AND's Global Road Data
28426,130,SpaCy,ORG,SQL
28427,130,SpaCy,ORG,Microsoft
28428,130,SpaCy,ORG,Shell/Perl
28429,130,SpaCy,ORG,Shell
28430,130,SpaCy,ORG,the Drawing &amp
28431,130,SpaCy,ORG,GDF
28432,130,SpaCy,ORG,Shell Scripts
28433,130,SpaCy,ORG,Sql
28434,130,SpaCy,ORG,SQL
28435,130,SpaCy,ORG,Teamwork &amp
28436,130,SpaCy,ORG,Shell
28437,130,SpaCy,ORG,VB
28438,130,SpaCy,ORG,Oracle
28439,130,SpaCy,ORG,Access
28440,130,SpaCy,ORG,Sql
28441,130,SpaCy,ORG,QTP
28442,131,SpaCy,PER,"Karthik G V
"
28443,131,SpaCy,ORG,BI
28444,131,SpaCy,ORG,"Datawarehouse, Big Data"
28445,131,SpaCy,PER,Secunderabad
28446,131,SpaCy,ORG,Andhra Pradesh - Email
28447,131,SpaCy,ORG,V/283106d88eb4649c
28448,131,SpaCy,PER,Architect
28449,131,SpaCy,ORG,Microsoft
28450,131,SpaCy,LOC,India
28451,131,SpaCy,LOC,Hyderabad
28452,131,SpaCy,ORG,Services Industry
28453,131,SpaCy,LOC,US
28454,131,SpaCy,LOC,UK
28455,131,SpaCy,LOC,LATAM
28456,131,SpaCy,LOC,Asia Pacific
28457,131,SpaCy,LOC,Middle East Regions
28458,131,SpaCy,ORG,Datawarehouse and Business Intelligence
28459,131,SpaCy,ORG,MVC
28460,131,SpaCy,ORG,API
28461,131,SpaCy,ORG,DevOps
28462,131,SpaCy,ORG,"Quality
Assurance"
28463,131,SpaCy,ORG,"Test Driven
Development"
28464,131,SpaCy,ORG,TDD
28465,131,SpaCy,ORG,PGDBM
28466,131,SpaCy,ORG,Business Management
28467,131,SpaCy,PER,Narsee Monji
28468,131,SpaCy,LOC,Hyderabad
28469,131,SpaCy,ORG,Datawarehouse / Business Intelligence
28470,131,SpaCy,ORG,Agile (10+ years
28471,131,SpaCy,ORG,"Stakeholder
Management"
28472,131,SpaCy,ORG,Microsoft
28473,131,SpaCy,ORG,"https://www.indeed.com/r/Karthik-G-V/283106d88eb4649c?isid=rex-download&ikw=download-top&co=IN
"
28474,131,SpaCy,ORG,https://www.linkedin.com/in/karthik-g-v-7a25462/
28475,131,SpaCy,ORG,Microsoft
28476,131,SpaCy,ORG,ISTQB
28477,131,SpaCy,ORG,CITA
28478,132,SpaCy,PER,Mohammed Murtuza
28479,132,SpaCy,LOC,India
28480,132,SpaCy,LOC,Hyderabad
28481,132,SpaCy,ORG,"Murtuza/0cdc3284bf1bbeab

"
28482,132,SpaCy,ORG,Microsoft
28483,132,SpaCy,LOC,India
28484,132,SpaCy,PER,MSIT
28485,132,SpaCy,ORG,Microsoft
28486,132,SpaCy,ORG,&amp
28487,132,SpaCy,ORG,KPI
28488,132,SpaCy,ORG,"Escalation
Management"
28489,132,SpaCy,ORG,L1
28490,132,SpaCy,ORG,Huddle
28491,132,SpaCy,ORG,Microsoft
28492,132,SpaCy,ORG,Microsoft
28493,132,SpaCy,ORG,Bridge
28494,132,SpaCy,ORG,ETA
28495,132,SpaCy,ORG,SLA
28496,132,SpaCy,ORG,OJT
28497,132,SpaCy,ORG,SLA
28498,132,SpaCy,ORG,https://www.indeed.com/r/Mohammed-Murtuza/0cdc3284bf1bbeab?isid=rex-download&ikw=download-top&co=IN
28499,132,SpaCy,ORG,Daily Cross
28500,132,SpaCy,LOC,Redmond
28501,132,SpaCy,LOC,USA
28502,132,SpaCy,ORG,India &amp
28503,132,SpaCy,ORG,Planned Event Support
28504,132,SpaCy,ORG,Genpact India
28505,132,SpaCy,ORG,Schneider Electric
28506,132,SpaCy,ORG,Management Team - Incident
28507,132,SpaCy,ORG,Severity 1 &amp
28508,132,SpaCy,ORG,SLA
28509,132,SpaCy,ORG,Incident Lifecycle Coordinators
28510,132,SpaCy,ORG,Service Assurance
28511,132,SpaCy,ORG,the Management of daily
28512,132,SpaCy,ORG,Genpact India
28513,132,SpaCy,ORG,Level-2 IT Consultant for Active Directory 2008
28514,132,SpaCy,ORG,Exchange
28515,132,SpaCy,ORG,VMware ESX
28516,132,SpaCy,ORG,Lync
28517,132,SpaCy,ORG,VPN Access
28518,132,SpaCy,ORG,Active Directory
28519,132,SpaCy,ORG,MS Exchange
28520,132,SpaCy,ORG,Microsoft Exchange
28521,132,SpaCy,ORG,Microsoft
28522,132,SpaCy,ORG,Desk Side Support Technicians
28523,132,SpaCy,ORG,Blackberry Server
28524,132,SpaCy,ORG,Genpact India
28525,132,SpaCy,ORG,Siemens
28526,132,SpaCy,ORG,SAP SRM
28527,132,SpaCy,ORG,SAP SRM
28528,132,SpaCy,ORG,SAP-SRM
28529,132,SpaCy,ORG,Genpact India
28530,132,SpaCy,ORG,"Armstrong

Service"
28531,132,SpaCy,ORG,Tier II
28532,132,SpaCy,ORG,"Auto Discover, Offline Address Book"
28533,132,SpaCy,ORG,Scheduling &amp
28534,132,SpaCy,ORG,Outlook Web Access
28535,132,SpaCy,ORG,Outlook Connectivity
28536,132,SpaCy,ORG,RPC
28537,132,SpaCy,ORG,HTTP
28538,132,SpaCy,ORG,Microsoft
28539,132,SpaCy,ORG,Access
28540,132,SpaCy,ORG,Power Point
28541,132,SpaCy,ORG,Visio
28542,132,SpaCy,PER,Mozilla Firefox
28543,132,SpaCy,ORG,Scanners
28544,132,SpaCy,ORG,Networked Printers
28545,132,SpaCy,ORG,Active Directory
28546,132,SpaCy,ORG,SAP
28547,132,SpaCy,ORG,Wipro
28548,132,SpaCy,ORG,HP
28549,132,SpaCy,ORG,MS Office
28550,132,SpaCy,ORG,LAN/WAN
28551,132,SpaCy,ORG,Marketing and Human Resources
28552,132,SpaCy,ORG,Osmania University -  
28553,132,SpaCy,LOC,Hyderabad
28554,132,SpaCy,ORG,"Electronics



Osmania University -  "
28555,132,SpaCy,LOC,Hyderabad
28556,132,SpaCy,ORG,Configuration Management System
28557,132,SpaCy,PER,Shift Rostering
28558,132,SpaCy,ORG,Operations
28559,132,SpaCy,ORG,VMWare
28560,132,SpaCy,ORG,Microsoft
28561,132,SpaCy,ORG,Exchange
28562,132,SpaCy,ORG,VMware ESX
28563,132,SpaCy,ORG,Lync
28564,132,SpaCy,ORG,SAP SRM
28565,132,SpaCy,ORG,ServiceNow
28566,132,SpaCy,ORG,Microsoft
28567,132,SpaCy,ORG,SCOM
28568,132,SpaCy,ORG,SolarWinds
28569,132,SpaCy,ORG,MS Clarity Connect
28570,132,SpaCy,PER,MS
28571,132,SpaCy,PER,Centergy
28572,132,SpaCy,ORG,BMC
28573,132,SpaCy,ORG,Skype For Business
28574,132,SpaCy,ORG,Microsoft
28575,132,SpaCy,ORG,Microsoft StaffHub
28576,132,SpaCy,ORG,MS Excel
28577,133,SpaCy,PER,Saurabh Saurabh
28578,133,SpaCy,LOC,Bengaluru
28579,133,SpaCy,ORG,Karnataka - Email
28580,133,SpaCy,ORG,Microsoft
28581,133,SpaCy,PER,iGTSC -  
28582,133,SpaCy,LOC,Karnataka
28583,133,SpaCy,ORG,Microsoft Virtual Academy
28584,133,SpaCy,ORG,Data Structure
28585,133,SpaCy,ORG,Java
28586,133,SpaCy,ORG,College (TISL
28587,133,SpaCy,LOC,Bangalore
28588,134,SpaCy,PER,Prabhu Prasad Mohapatra
28589,134,SpaCy,LOC,Bhubaneswar
28590,134,SpaCy,ORG,Orissa - Email
28591,134,SpaCy,PER,Beta Tester
28592,134,SpaCy,ORG,Microsoft & Xiaomi
28593,134,SpaCy,ORG,Bhagabati Nodal High School
28594,134,SpaCy,PER,Sarakana
28595,134,SpaCy,PER,Typewriting
28596,135,SpaCy,PER,Raja Chandra Mouli
28597,135,SpaCy,PER,Cuddapah
28598,135,SpaCy,PER,Cuddapah
28599,135,SpaCy,LOC,Andhra Pradesh -
28600,135,SpaCy,LOC,Andhra Pradesh
28601,135,SpaCy,LOC,Andhra Pradesh
28602,135,SpaCy,ORG,Microsoft
28603,135,SpaCy,LOC,Andhra Pradesh
28604,135,SpaCy,ORG,BSc
28605,135,SpaCy,ORG,Computer
28606,135,SpaCy,ORG,ards collage kadapa -  Cuddapah
28607,135,SpaCy,LOC,Andhra Pradesh
28608,136,SpaCy,PER,Krishna Prasad
28609,136,SpaCy,LOC,Patna City
28610,136,SpaCy,LOC,Bihar
28611,136,SpaCy,ORG,Data Entry
28612,136,SpaCy,ORG,Microsoft
28613,136,SpaCy,LOC,Bihar
28614,136,SpaCy,PER,Magadh univercity -  
28615,136,SpaCy,LOC,Bihar
28616,136,SpaCy,ORG,BSc
28617,136,SpaCy,ORG,Computer
28618,136,SpaCy,PER,Magadh univercity -  
28619,136,SpaCy,LOC,Bihar
28620,137,SpaCy,PER,Dushyant Bhatt
28621,137,SpaCy,ORG,Hyderabad-Deccan
28622,137,SpaCy,PER,Bhatt/140749dace5dc26f
28623,137,SpaCy,ORG,the Business Intelligence Data
28624,137,SpaCy,ORG,Client Server Technologies
28625,137,SpaCy,ORG,SQL
28626,137,SpaCy,ORG,Microsoft
28627,137,SpaCy,ORG,SQL
28628,137,SpaCy,ORG,ETL
28629,137,SpaCy,ORG,SSIS
28630,137,SpaCy,ORG,SSIS Packages
28631,137,SpaCy,ORG,Tableau Data
28632,137,SpaCy,ORG,BI
28633,137,SpaCy,ORG,SSRS
28634,137,SpaCy,ORG,Production Support
28635,137,SpaCy,ORG,Microsoft
28636,137,SpaCy,ORG,Microsoft
28637,137,SpaCy,ORG,Microsoft
28638,137,SpaCy,ORG,Microsoft
28639,137,SpaCy,ORG,Bing
28640,137,SpaCy,ORG,Microsoft Edge
28641,137,SpaCy,ORG,the Xbox Store
28642,137,SpaCy,ORG,the Windows Store
28643,137,SpaCy,ORG,Microsoft
28644,137,SpaCy,ORG,Microsoft
28645,137,SpaCy,LOC,US
28646,137,SpaCy,LOC,Canada
28647,137,SpaCy,LOC,Australia
28648,137,SpaCy,ORG,Technology/Tools
28649,137,SpaCy,ORG,Power BI
28650,137,SpaCy,ORG,https://www.indeed.com/r/Dushyant-Bhatt/140749dace5dc26f?isid=rex-download&ikw=download-top&co=IN
28651,137,SpaCy,ORG,https://www.indeed.com/r/Dushyant-Bhatt/140749dace5dc26f?isid=rex-download&ikw=download-top&co=IN
28652,137,SpaCy,ORG,Microsoft
28653,137,SpaCy,ORG,Microsoft
28654,137,SpaCy,ORG,Microsoft
28655,137,SpaCy,ORG,Bing
28656,137,SpaCy,ORG,Microsoft Edge
28657,137,SpaCy,ORG,the Xbox Store
28658,137,SpaCy,ORG,the Windows Store
28659,137,SpaCy,ORG,Microsoft
28660,137,SpaCy,ORG,Microsoft
28661,137,SpaCy,LOC,US
28662,137,SpaCy,LOC,Canada
28663,137,SpaCy,LOC,Australia
28664,137,SpaCy,ORG,Technology/Tools
28665,137,SpaCy,ORG,Microsoft
28666,137,SpaCy,ORG,Tool
28667,137,SpaCy,ORG,ICOE
28668,137,SpaCy,ORG,SAP
28669,137,SpaCy,ORG,Technology/Tools
28670,137,SpaCy,ORG,RBAC
28671,137,SpaCy,ORG,API
28672,137,SpaCy,ORG,ICOE
28673,137,SpaCy,ORG,Technology/Tools
28674,137,SpaCy,ORG,SSIS
28675,137,SpaCy,ORG,API
28676,137,SpaCy,PER,Angular JS
28677,137,SpaCy,PER,• ETL
28678,137,SpaCy,ORG,Biztalk
28679,137,SpaCy,ORG,Saurashtra University
28680,137,SpaCy,LOC,Gujarat
28681,138,SpaCy,PER,Soumya Balan
28682,138,SpaCy,PER,Sulthan Bathery
28683,138,SpaCy,LOC,Kerala
28684,138,SpaCy,PER,indeed.com/r/Soumya-
28685,138,SpaCy,LOC,Balan/97ead9542c575355
28686,138,SpaCy,ORG,Microsoft
28687,138,SpaCy,ORG,Microsoft Corporation - Microsoft
28688,138,SpaCy,ORG,Microsoft
28689,138,SpaCy,ORG,IGTSC
28690,138,SpaCy,LOC,Bangalore
28691,138,SpaCy,ORG,Microsoft
28692,138,SpaCy,ORG,Microsoft
28693,138,SpaCy,ORG,&amp
28694,138,SpaCy,ORG,Engineers
28695,138,SpaCy,ORG,UG
28696,138,SpaCy,ORG,Project
28697,138,SpaCy,ORG,MAWA
28698,138,SpaCy,ORG,MAWA
28699,138,SpaCy,ORG,Microsoft
28700,138,SpaCy,LOC,Java
28701,138,SpaCy,ORG,VECW
28702,138,SpaCy,ORG,G Technologies
28703,138,SpaCy,ORG,Cloud Computing
28704,138,SpaCy,ORG,Open Source Software
28705,138,SpaCy,ORG,Robotics
28706,138,SpaCy,ORG,OCA
28707,138,SpaCy,ORG,Oracle University
28708,138,SpaCy,ORG,Infosys Mysore
28709,138,SpaCy,ORG,HCL
28710,138,SpaCy,LOC,Pondicherry
28711,138,SpaCy,ORG,Computer Science and Engineering
28712,138,SpaCy,ORG,Vivekananda Engineering College for Women -  
28713,138,SpaCy,LOC,Tamil Nadu
28714,138,SpaCy,ORG,BTEC HNC
28715,138,SpaCy,ORG,Aviation in Hospitality and Travel Management
28716,138,SpaCy,ORG,Frankfinn Institute of Airhostess Training -  
28717,138,SpaCy,LOC,Calicut
28718,138,SpaCy,ORG,State Board
28719,138,SpaCy,ORG,Microsoft Office
28720,138,SpaCy,ORG,MS OFFICE
28721,138,SpaCy,ORG,Computer Applications
28722,138,SpaCy,ORG,XP
28723,139,SpaCy,PER,pradeep chauhan
28724,139,SpaCy,LOC,Uttar Pradesh
28725,139,SpaCy,ORG,chauhan/7fd59212dcc556bd
28726,139,SpaCy,LOC,Noida
28727,139,SpaCy,LOC,Uttar Pradesh
28728,139,SpaCy,ORG,microsoft -  Noida
28729,139,SpaCy,LOC,Uttar Pradesh
28730,139,SpaCy,LOC,Noida
28731,139,SpaCy,LOC,Uttar Pradesh
28732,139,SpaCy,ORG,Android Application Development
28733,140,SpaCy,PER,Akansha Jain
28734,140,SpaCy,LOC,Pune
28735,140,SpaCy,ORG,Maharashtra
28736,140,SpaCy,ORG,"the
Organization"
28737,140,SpaCy,ORG,Microsoft
28738,140,SpaCy,ORG,Maharashtra
28739,140,SpaCy,ORG,SSIS
28740,140,SpaCy,ORG,SSIS
28741,140,SpaCy,ORG,Role &amp
28742,140,SpaCy,ORG,SSIS
28743,140,SpaCy,ORG,Post
28744,140,SpaCy,LOC,Power BI
28745,140,SpaCy,ORG,Microsoft
28746,140,SpaCy,LOC,Uttarakhand
28747,140,SpaCy,ORG,PCM
28748,140,SpaCy,ORG,Microsoft
28749,140,SpaCy,PER,Akansha Jain
28750,141,SpaCy,PER,Rishabh soni
28751,141,SpaCy,LOC,Anuppur
28752,141,SpaCy,LOC,Madhya
28753,141,SpaCy,ORG,Microsoft
28754,141,SpaCy,ORG,CSE
28755,141,SpaCy,LOC,IIT Delhi
28756,142,SpaCy,PER,Paul Rajiv
28757,142,SpaCy,LOC,Secunderabad
28758,142,SpaCy,ORG,Microsoft
28759,142,SpaCy,LOC,India
28760,142,SpaCy,ORG,PAN India
28761,142,SpaCy,ORG,SOP
28762,142,SpaCy,ORG,Industry
28763,142,SpaCy,PER,♦
28764,142,SpaCy,PER,♦
28765,142,SpaCy,LOC,India
28766,142,SpaCy,ORG,Police Bike
28767,142,SpaCy,LOC,India
28768,142,SpaCy,LOC,India
28769,142,SpaCy,ORG,PAN India
28770,142,SpaCy,LOC,india
28771,142,SpaCy,ORG,Commerce
28772,142,SpaCy,ORG,Commerce
28773,142,SpaCy,ORG,College (Osmania University
28774,142,SpaCy,LOC,Hyderabad
28775,142,SpaCy,LOC,Andhra Pradesh
28776,142,SpaCy,ORG,Board of Intermediate Education
28777,142,SpaCy,ORG,SSC
28778,142,SpaCy,ORG,St. Patrick's High School
28779,142,SpaCy,ORG,Strategic Management
28780,142,SpaCy,ORG,Profit Centre Management
28781,142,SpaCy,ORG,Lean Management
28782,142,SpaCy,ORG,Role &amp
28783,142,SpaCy,ORG,DELL
28784,142,SpaCy,ORG,Corporate
28785,142,SpaCy,ORG,Dell International Services
28786,142,SpaCy,PER,♦
28787,142,SpaCy,ORG,Customer Services Executive
28788,142,SpaCy,LOC,UK
28789,142,SpaCy,ORG,♦ Front Line
28790,142,SpaCy,ORG,Handle Few Major &amp
28791,142,SpaCy,ORG,Swift Closure
28792,142,SpaCy,ORG,the Monthly Stacks
28793,142,SpaCy,ORG,Dell &amp
28794,142,SpaCy,ORG,Dell Clients
28795,142,SpaCy,ORG,feedback &amp
28796,142,SpaCy,ORG,skills &amp
28797,142,SpaCy,PER,♦
28798,142,SpaCy,ORG,Java
28799,142,SpaCy,ORG,HTML
28800,142,SpaCy,ORG,DHTML
28801,142,SpaCy,ORG,DBMS
28802,142,SpaCy,ORG,♦
28803,142,SpaCy,ORG,Windows -Vista &amp
28804,142,SpaCy,ORG,"Windows-7



"
28805,142,SpaCy,ORG,MS-Office &amp
28806,142,SpaCy,ORG,Accounting Systems
28807,142,SpaCy,ORG,External Project
28808,142,SpaCy,ORG,Manufacturing India's
28809,142,SpaCy,ORG,First Fully Equipped Police Bike or FAB Motors India Pvt. Ltd
28810,142,SpaCy,PER,♦
28811,142,SpaCy,ORG,Industrial Project
28812,142,SpaCy,ORG,Masqati India Pvt. Ltd
28813,142,SpaCy,PER,♦
28814,142,SpaCy,LOC,India
28815,143,SpaCy,PER,Karan Turkar
28816,143,SpaCy,LOC,Balaghat
28817,143,SpaCy,LOC,Madhya
28818,143,SpaCy,ORG,Microsoft
28819,143,SpaCy,ORG,DAVV
28820,143,SpaCy,ORG,Html
28821,143,SpaCy,ORG,Javascript
28822,143,SpaCy,ORG,Software Development
28823,144,SpaCy,PER,Akshay Dubey
28824,144,SpaCy,LOC,Pune
28825,144,SpaCy,ORG,Maharashtra
28826,144,SpaCy,LOC,Pune
28827,144,SpaCy,ORG,Maharashtra
28828,144,SpaCy,ORG,Microsoft
28829,144,SpaCy,ORG,MICROSOFT
28830,144,SpaCy,ORG,ROLES &amp
28831,144,SpaCy,ORG,The Microsoft Student Partners
28832,144,SpaCy,ORG,MSP
28833,144,SpaCy,ORG,Microsoft
28834,144,SpaCy,ORG,Framework
28835,144,SpaCy,ORG,Microsoft Campus Club
28836,144,SpaCy,ORG,Microsoft
28837,144,SpaCy,ORG,Microsoft
28838,144,SpaCy,PER,Satya Nadella
28839,144,SpaCy,ORG,"TechDays or DevCon (Developer
Conference"
28840,144,SpaCy,ORG,Microsoft
28841,144,SpaCy,ORG,MICROSOFT
28842,144,SpaCy,ORG,Program
28843,144,SpaCy,ORG,ROLES &amp
28844,144,SpaCy,ORG,Microsoft
28845,144,SpaCy,ORG,MSA
28846,144,SpaCy,ORG,Microsoft
28847,144,SpaCy,ORG,ASP.NET
28848,144,SpaCy,ORG,Microsoft
28849,144,SpaCy,ORG,User Group
28850,144,SpaCy,ORG,ASP.NET
28851,144,SpaCy,ORG,Sinhgad Institute
28852,144,SpaCy,ORG,HSC
28853,144,SpaCy,ORG,Maharashtra State
28854,144,SpaCy,ORG,Maharashtra
28855,144,SpaCy,ORG,SSC
28856,144,SpaCy,ORG,Maharashtra State
28857,144,SpaCy,ORG,Pune University -  Lonavale
28858,144,SpaCy,ORG,Maharashtra
28859,144,SpaCy,ORG,ASP
28860,144,SpaCy,ORG,ASP.NET
28861,144,SpaCy,ORG,Css
28862,144,SpaCy,ORG,Javascript
28863,144,SpaCy,ORG,Html
28864,144,SpaCy,LOC,# .NET
28865,144,SpaCy,ORG,HTML
28866,144,SpaCy,ORG,CSS
28867,144,SpaCy,ORG,JavaScript
28868,144,SpaCy,ORG,MS
28869,145,SpaCy,PER,Sayani Goswami
28870,145,SpaCy,LOC,Kolkata
28871,145,SpaCy,LOC,West Bengal
28872,145,SpaCy,ORG,Working as Sales Consultant
28873,145,SpaCy,ORG,MICROSOFT
28874,145,SpaCy,ORG,Periyar University
28875,145,SpaCy,ORG,Hindi & Bengali
28876,145,SpaCy,ORG,Joydev Road Girls High School -  Barddhaman
28877,145,SpaCy,LOC,West Bengal
28878,146,SpaCy,ORG,Bengaluru
28879,146,SpaCy,ORG,Karnataka - Email
28880,146,SpaCy,ORG,Microsoft
28881,146,SpaCy,LOC,Karnataka
28882,146,SpaCy,ORG,Engineering
28883,146,SpaCy,ORG,SRM University -  
28884,146,SpaCy,LOC,Tamil Nadu
28885,146,SpaCy,ORG,Central Academy School
28886,146,SpaCy,ORG,Microsoft Office Power Point
28887,146,SpaCy,ORG,Microsoft
28888,147,SpaCy,PER,Ramkrishan Bhatt
28889,147,SpaCy,LOC,Bengaluru
28890,147,SpaCy,LOC,Karnataka
28891,147,SpaCy,ORG,Karnataka - Email
28892,147,SpaCy,ORG,Microsoft
28893,147,SpaCy,ORG,Bengaluru
28894,147,SpaCy,LOC,Karnataka
28895,147,SpaCy,ORG,Career Summary
28896,147,SpaCy,ORG,Python
28897,147,SpaCy,LOC,Tensorflow
28898,147,SpaCy,PER,jupyter Notebook
28899,147,SpaCy,ORG,"Artificial
Intelligence"
28900,147,SpaCy,ORG,Java
28901,147,SpaCy,ORG,Angular JS
28902,147,SpaCy,ORG,Jquery
28903,147,SpaCy,ORG,"Deep Learning, Machine Learning"
28904,147,SpaCy,ORG,"Artificial
Intelligence, PyCharm"
28905,147,SpaCy,ORG,Jupiter Notebook
28906,147,SpaCy,ORG,Flask
28907,147,SpaCy,ORG,JPA
28908,147,SpaCy,ORG,Google
28909,147,SpaCy,ORG,Google
28910,147,SpaCy,ORG,MongoDB
28911,147,SpaCy,ORG,Google
28912,147,SpaCy,ORG,Google
28913,147,SpaCy,ORG,"Redis
Operating Systems"
